UserID,RG_case,Missing_Daily_Transactions,First_Deposit_Date,Registration_date,CountryName,LanguageName,Gender,YearofBirth,age_at_registration,sum_stakes_fixedodds,sum_bets_fixedodds,bettingdays_fixedodds,duration_fixedodds,frequency_fixedodds,bets_per_day_fixedodds,euros_per_bet_fixedodds,net_loss_fixedodds,percent_lost_fixedodds,sum_stakes_liveaction,sum_bets_liveaction,bettingdays_liveaction,duration_liveaction,frequency_liveaction,bets_per_day_liveaction,euros_per_bet_liveaction,net_loss_liveaction,percent_lost_liveaction,sum_stakes_casino,sum_bets_casino,bettingdays_casino,duration_casino,frequency_casino,bets_per_day_casino,euros_per_bet_casino,net_loss_casino,percent_lost_casino,net_loss_fixedodds_nonzero,percent_lost_fixedodds_nonzero,net_loss_liveaction_nonzero,percent_lost_liveaction_nonzero,net_loss_casino_nonzero,percent_lost_casino_nonzero,sum_stakes_fixedodds_sqrt,sum_bets_fixedodds_sqrt,bettingdays_fixedodds_sqrt,duration_fixedodds_sqrt,frequency_fixedodds_sqrt,bets_per_day_fixedodds_sqrt,euros_per_bet_fixedodds_sqrt,net_loss_fixedodds_nonzero_sqrt,percent_lost_fixedodds_nonzero_s,sum_stakes_liveaction_sqrt,sum_bets_liveaction_sqrt,bettingdays_liveaction_sqrt,duration_liveaction_sqrt,frequency_liveaction_sqrt,bets_per_day_liveaction_sqrt,euros_per_bet_liveaction_sqrt,net_loss_liveaction_nonzero_sqrt,percent_lost_liveaction_nonzero_,sum_stakes_casino_sqrt,sum_bets_casino_sqrt,bettingdays_casino_sqrt,duration_casino_sqrt,frequency_casino_sqrt,bets_per_day_casino_sqrt,euros_per_bet_casino_sqrt,net_loss_casino_nonzero_sqrt,percent_lost_casino_nonzero_sqrt,sum_stakes_fixedodds_sqrt_zeros,sum_bets_fixedodds_sqrt_zeros,bettingdays_fixedodds_sqrt_zeros,duration_fixedodds_sqrt_zeros,frequency_fixedodds_sqrt_zeros,bets_per_day_fixedodds_sqrt_zero,euros_per_bet_fixedodds_sqrt_zer,net_loss_fixedodds_sqrt_zeros,percent_lost_fixedodds_sqrt_zero,sum_stakes_liveaction_sqrt_zeros,sum_bets_liveaction_sqrt_zeros,bettingdays_liveaction_sqrt_zero,duration_liveaction_sqrt_zeros,frequency_liveaction_sqrt_zeros,bets_per_day_liveaction_sqrt_zer,euros_per_bet_liveaction_sqrt_ze,net_loss_liveaction_sqrt_zeros,percent_lost_liveaction_sqrt_zer,sum_stakes_casino_sqrt_zeros,sum_bets_casino_sqrt_zeros,bettingdays_casino_sqrt_zeros,duration_casino_sqrt_zeros,frequency_casino_sqrt_zeros,bets_per_day_casino_sqrt_zeros,euros_per_bet_casino_sqrt_zeros,net_loss_casino_sqrt_zeros,percent_lost_casino_sqrt_zeros,time_to_deposit
3075287,0,0,06/16/2006,06/11/2006,Portugal,Portuguese,M,1982,24,58.5,5,1,1,1,5,11.7,30,0.5128205128,,,,,,,,,,,,,,,,,,,33248,13.512820513,,,,,7.6485292704,2.2360679775,1,1,1,2.2360679775,3.4205262753,182.34034112,3.675978851,,,,,,,,,,,,,,,,,,,7.6485292704,2.2360679775,1,1,1,2.2360679775,3.4205262753,182.34034112,3.675978851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
3075507,0,0,06/11/2006,06/11/2006,Turkey,Turkish,M,1985,21,293.0455,67,6,6,1,11.166666667,4.3738134328,-0.5876,-0.002005149,135.6264,29,6,6,1,4.8333333333,4.6767724138,35.7369,0.2634951602,,,,,,,,,,33217.4124,12.997994851,22098.7369,8.2634951602,,,17.118571786,8.1853527719,2.4494897428,2.4494897428,1,3.341656276,2.0913664033,182.2564468,3.6052732006,11.645874806,5.3851648071,2.4494897428,2.4494897428,1,2.1984843264,2.1625846605,148.65643915,2.8746295692,,,,,,,,,,17.118571786,8.1853527719,2.4494897428,2.4494897428,1,3.341656276,2.0913664033,182.2564468,3.6052732006,11.645874806,5.3851648071,2.4494897428,2.4494897428,1,2.1984843264,2.1625846605,148.65643915,2.8746295692,0,0,0,0,0,0,0,0,0,0
3075642,1,0,06/11/2006,06/11/2006,Austria,German,M,1969,36,836.81,32,22,780,0.0282051282,1.4545454545,26.1503125,-279,-0.333409018,65182.53,1911,311,904,0.3440265487,6.1446945338,34.109120879,8444.11,0.1295456006,484,13,7,28,0.25,1.8571428571,37.230769231,-11,-0.022727273,32939,12.666590982,30507.11,8.1295456006,35841,6.9772727273,28.927668416,5.6568542495,4.6904157598,27.928480088,0.1679438246,1.2060453783,5.1137376253,181.49104661,3.5590154513,255.3086955,43.714985989,17.635192089,30.066592757,0.5865377641,2.4788494375,5.8403014374,174.66284665,2.8512358024,22,3.6055512755,2.6457513111,5.2915026221,0.5,1.3627702877,6.1017021585,189.31719415,2.6414527683,28.927668416,5.6568542495,4.6904157598,27.928480088,0.1679438246,1.2060453783,5.1137376253,181.49104661,3.5590154513,255.3086955,43.714985989,17.635192089,30.066592757,0.5865377641,2.4788494375,5.8403014374,174.66284665,2.8512358024,22,3.6055512755,2.6457513111,5.2915026221,0.5,1.3627702877,6.1017021585,189.31719415,2.6414527683,0
3078557,0,0,06/21/2006,06/11/2006,Germany.COM,German,F,1960,45,38,7,4,19,0.2105263158,1.75,5.4285714286,-32.5,-0.855263158,,,,,,,,,,,,,,,,,,,33185.5,12.144736842,,,,,6.164414003,2.6457513111,2,4.3588989435,0.4588314677,1.3228756555,2.32992949,182.16887769,3.4849299623,,,,,,,,,,,,,,,,,,,6.164414003,2.6457513111,2,4.3588989435,0.4588314677,1.3228756555,2.32992949,182.16887769,3.4849299623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
3078817,0,0,06/15/2006,06/11/2006,Germany.COM,German,M,1982,23,54,14,3,4,0.75,4.6666666667,3.8571428571,40,0.7407407407,,,,,,,,,,,,,,,,,,,33258,13.740740741,,,,,7.3484692283,3.7416573868,1.7320508076,2,0.8660254038,2.1602468995,1.9639610121,182.36776031,3.706850515,,,,,,,,,,,,,,,,,,,7.3484692283,3.7416573868,1.7320508076,2,0.8660254038,2.1602468995,1.9639610121,182.36776031,3.706850515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
3079149,0,0,06/14/2006,06/11/2006,Belgium,Dutch,F,1954,52,64.19,12,5,15,0.3333333333,2.4,5.3491666667,27.75,0.4323103287,5,1,1,1,1,1,5,-2.75,-0.55,,,,,,,,,,33245.75,13.432310329,22060.25,7.45,,,8.0118661996,3.4641016151,2.2360679775,3.8729833462,0.5773502692,1.5491933385,2.3128265535,182.33417124,3.665011641,2.2360679775,1,1,1,1,1,2.2360679775,148.52693358,2.7294688128,,,,,,,,,,8.0118661996,3.4641016151,2.2360679775,3.8729833462,0.5773502692,1.5491933385,2.3128265535,182.33417124,3.665011641,2.2360679775,1,1,1,1,1,2.2360679775,148.52693358,2.7294688128,0,0,0,0,0,0,0,0,0,3
3081335,0,0,06/11/2006,06/11/2006,Germany.COM,German,M,1962,43,2604.74,230,49,1486,0.032974428,4.693877551,11.324956522,248.73,0.0954912966,2402.24,362,39,1464,0.0266393443,9.2820512821,6.6360220994,57.42,0.0239026908,35696,6255,26,1448,0.0179558011,240.57692308,5.7067945643,950.5,0.0266276333,33466.73,13.095491297,22120.42,8.0239026908,36802.5,7.0266276333,51.036653495,15.165750888,7,38.548670535,0.181588623,2.1665358412,3.3652572742,182.93914289,3.6187693069,49.012651428,19.02629759,6.2449979984,38.262252939,0.1632156373,3.0466459069,2.5760477673,148.72935151,2.8326494119,188.93385086,79.088557959,5.0990195136,38.052595181,0.1339992579,15.510542321,2.3888898184,191.8397769,2.6507786843,51.036653495,15.165750888,7,38.548670535,0.181588623,2.1665358412,3.3652572742,182.93914289,3.6187693069,49.012651428,19.02629759,6.2449979984,38.262252939,0.1632156373,3.0466459069,2.5760477673,148.72935151,2.8326494119,188.93385086,79.088557959,5.0990195136,38.052595181,0.1339992579,15.510542321,2.3888898184,191.8397769,2.6507786843,0
3089714,0,0,10/31/2007,06/12/2006,Czech Republic,Czech,M,1973,33,70.0256,16,10,25,0.4,1.6,4.3766,36.8634,0.526427478,,,,,,,,,,,,,,,,,,,33254.8634,13.526427478,,,,,8.3681300181,4,3.1622776602,5,0.632455532,1.2649110641,2.0920325045,182.35916045,3.6778291801,,,,,,,,,,,,,,,,,,,8.3681300181,4,3.1622776602,5,0.632455532,1.2649110641,2.0920325045,182.35916045,3.6778291801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,506
3089826,0,0,11/28/2006,06/12/2006,Spain,Spanish,M,1987,19,25,10,4,60,0.0666666667,2.5,2.5,13.08,0.5232,10.11,8,4,101,0.0396039604,2,1.26375,-3.33,-0.329376855,19,19,1,1,1,19,1,4,0.2105263158,33231.08,13.5232,22059.67,7.6706231454,35856,7.2105263158,5,3.1622776602,2,7.7459666924,0.2581988897,1.5811388301,1.5811388301,182.29393846,3.6773903791,3.1796226191,2.8284271247,2,10.049875621,0.199007438,1.4142135624,1.1241663578,148.52498106,2.7695889849,4.3588989435,4.3588989435,1,1,1,4.3588989435,1,189.35680606,2.6852423198,5,3.1622776602,2,7.7459666924,0.2581988897,1.5811388301,1.5811388301,182.29393846,3.6773903791,3.1796226191,2.8284271247,2,10.049875621,0.199007438,1.4142135624,1.1241663578,148.52498106,2.7695889849,4.3588989435,4.3588989435,1,1,1,4.3588989435,1,189.35680606,2.6852423198,169
3092883,1,0,10/02/2007,06/12/2006,Slovakia,Slovak,M,1978,28,65.587856755,95,22,832,0.0264423077,4.3181818182,0.6903984922,-0.917643245,-0.013991054,983.8771358,818,33,832,0.0396634615,24.787878788,1.2027837846,106.95153462,0.108704157,,,,,,,,,,33217.082357,12.986008946,22169.951535,8.108704157,,,8.0986330177,9.7467943448,4.6904157598,28.844410204,0.1626109089,2.0780235365,0.8309022158,182.25554136,3.6036105431,31.366815838,28.600699292,5.7445626465,28.844410204,0.1991568767,4.9787426915,1.096714997,148.89577407,2.8475786481,,,,,,,,,,8.0986330177,9.7467943448,4.6904157598,28.844410204,0.1626109089,2.0780235365,0.8309022158,182.25554136,3.6036105431,31.366815838,28.600699292,5.7445626465,28.844410204,0.1991568767,4.9787426915,1.096714997,148.89577407,2.8475786481,0,0,0,0,0,0,0,0,0,477
3097696,1,0,06/14/2006,06/12/2006,Germany.COM,German,M,1974,32,347.58,39,9,66,0.1363636364,4.3333333333,8.9123076923,103.93,0.2990102998,204.97,77,9,957,0.0094043887,8.5555555556,2.6619480519,-8.43,-0.04112797,831,59,2,17,0.1176470588,29.5,14.084745763,61.5,0.0740072202,33321.93,13.2990103,22054.57,7.9588720301,35913.5,7.0740072202,18.643497526,6.2449979984,3,8.1240384046,0.3692744729,2.0816659995,2.9853488393,182.54295385,3.6467808132,14.31677338,8.7749643874,3,30.935416597,0.0969762276,2.9249881291,1.6315477474,148.50781124,2.8211472897,28.827070611,7.6811457479,1.4142135624,4.1231056256,0.3429971703,5.4313902456,3.7529649296,189.508575,2.6597005885,18.643497526,6.2449979984,3,8.1240384046,0.3692744729,2.0816659995,2.9853488393,182.54295385,3.6467808132,14.31677338,8.7749643874,3,30.935416597,0.0969762276,2.9249881291,1.6315477474,148.50781124,2.8211472897,28.827070611,7.6811457479,1.4142135624,4.1231056256,0.3429971703,5.4313902456,3.7529649296,189.508575,2.6597005885,2
3101778,1,0,02/11/2007,06/12/2006,Germany.COM,German,M,1980,26,968.23,281,71,442,0.1606334842,3.9577464789,3.445658363,419.3,0.433058261,5640.09,548,79,538,0.1468401487,6.9367088608,10.292135036,1445.7,0.2563256969,,,,,,,,,,33637.3,13.433058261,23508.7,8.2563256969,,,31.116394393,16.763054614,8.4261497732,21.023796042,0.400791073,1.9894085751,1.8562484648,183.40474367,3.6651136764,75.100532621,23.409399821,8.8881944173,23.194827009,0.3831972713,2.6337632507,3.2081357572,153.32547081,2.8733822748,,,,,,,,,,31.116394393,16.763054614,8.4261497732,21.023796042,0.400791073,1.9894085751,1.8562484648,183.40474367,3.6651136764,75.100532621,23.409399821,8.8881944173,23.194827009,0.3831972713,2.6337632507,3.2081357572,153.32547081,2.8733822748,0,0,0,0,0,0,0,0,0,244
3105888,1,0,09/13/2006,06/13/2006,Mexico.MX,Spanish,M,1982,24,455.55420115,62,15,1124,0.0133451957,4.1333333333,7.3476484056,237.39028073,0.5211021655,2.5995092127,2,1,1,1,2,1.2997546063,2.5995092127,1,,,,,,,,,,33455.390281,13.521102166,22065.599509,9,,,21.34371573,7.874007874,3.8729833462,33.526109228,0.1155214081,2.0330600909,2.7106546083,182.90814711,3.6771051339,1.6122993558,1.4142135624,1,1,1,1.4142135624,1.1400678078,148.54494104,3,,,,,,,,,,21.34371573,7.874007874,3.8729833462,33.526109228,0.1155214081,2.0330600909,2.7106546083,182.90814711,3.6771051339,1.6122993558,1.4142135624,1,1,1,1.4142135624,1.1400678078,148.54494104,3,0,0,0,0,0,0,0,0,0,92
3108964,0,0,06/15/2006,06/13/2006,Germany.COM,German,M,1967,38,724.34,63,23,742,0.0309973046,2.7391304348,11.497460317,70.87,0.097840793,25,3,2,16,0.125,1.5,8.3333333333,-10,-0.4,5,5,1,1,1,5,1,5,1,33288.87,13.097840793,22053,7.6,35857,8,26.913565353,7.9372539332,4.7958315233,27.239676944,0.176060514,1.6550318531,3.3907905151,182.45237735,3.6190939188,5,1.7320508076,1.4142135624,4,0.3535533906,1.2247448714,2.8867513459,148.50252523,2.7568097504,2.2360679775,2.2360679775,1,1,1,2.2360679775,1,189.35944656,2.8284271247,26.913565353,7.9372539332,4.7958315233,27.239676944,0.176060514,1.6550318531,3.3907905151,182.45237735,3.6190939188,5,1.7320508076,1.4142135624,4,0.3535533906,1.2247448714,2.8867513459,148.50252523,2.7568097504,2.2360679775,2.2360679775,1,1,1,2.2360679775,1,189.35944656,2.8284271247,2
3113189,0,0,06/13/2006,06/13/2006,Germany.COM,German,M,1969,36,50,6,3,21,0.1428571429,2,8.3333333333,50,1,,,,,,,,,,,,,,,,,,,33268,14,,,,,7.0710678119,2.4494897428,1.7320508076,4.582575695,0.377964473,1.4142135624,2.8867513459,182.39517537,3.7416573868,,,,,,,,,,,,,,,,,,,7.0710678119,2.4494897428,1.7320508076,4.582575695,0.377964473,1.4142135624,2.8867513459,182.39517537,3.7416573868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3113591,0,0,06/19/2006,06/13/2006,Spain,Spanish,M,1981,24,62.57,13,6,10,0.6,2.1666666667,4.8130769231,19,0.3036599009,,,,,,,,,,,,,,,,,,,33237,13.303659901,,,,,7.9101201002,3.6055512755,2.4494897428,3.1622776602,0.7745966692,1.4719601444,2.1938725859,182.31017525,3.6474182514,,,,,,,,,,,,,,,,,,,7.9101201002,3.6055512755,2.4494897428,3.1622776602,0.7745966692,1.4719601444,2.1938725859,182.31017525,3.6474182514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
3113595,0,0,06/17/2006,06/13/2006,Germany.COM,German,M,1976,30,25,6,5,17,0.2941176471,1.2,4.1666666667,15.45,0.618,23.3,10,5,22,0.2272727273,2,2.33,14.5,0.6223175966,,,,,,,,,,33233.45,13.618,22077.5,8.6223175966,,,5,2.4494897428,2.2360679775,4.1231056256,0.5423261445,1.095445115,2.0412414523,182.30043884,3.6902574436,4.8270073545,3.1622776602,2.2360679775,4.6904157598,0.4767312946,1.4142135624,1.5264337522,148.58499251,2.9363783129,,,,,,,,,,5,2.4494897428,2.2360679775,4.1231056256,0.5423261445,1.095445115,2.0412414523,182.30043884,3.6902574436,4.8270073545,3.1622776602,2.2360679775,4.6904157598,0.4767312946,1.4142135624,1.5264337522,148.58499251,2.9363783129,0,0,0,0,0,0,0,0,0,4
3113689,0,0,06/13/2006,06/13/2006,Germany.COM,German,M,1968,37,20,2,1,1,1,2,10,20,1,,,,,,,,,,,,,,,,,,,33238,14,,,,,4.472135955,1.4142135624,1,1,1,1.4142135624,3.1622776602,182.31291781,3.7416573868,,,,,,,,,,,,,,,,,,,4.472135955,1.4142135624,1,1,1,1.4142135624,3.1622776602,182.31291781,3.7416573868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3113788,0,0,08/09/2006,06/13/2006,Germany.COM,German,F,1947,59,10,10,1,1,1,10,1,10,1,,,,,,,,,,,,,,,,,,,33228,14,,,,,3.1622776602,3.1622776602,1,1,1,3.1622776602,1,182.28549037,3.7416573868,,,,,,,,,,,,,,,,,,,3.1622776602,3.1622776602,1,1,1,3.1622776602,1,182.28549037,3.7416573868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57
3113789,0,0,06/29/2006,06/13/2006,Slovakia,Czech,M,1988,18,38.422,48,10,117,0.0854700855,4.8,0.8004583333,17.4506,0.4541824996,,,,,,,,,,,,,,,,,,,33235.4506,13.4541825,,,,,6.1985482171,6.9282032303,3.1622776602,10.816653826,0.2923526731,2.19089023,0.8946833704,182.30592585,3.6679943429,,,,,,,,,,,,,,,,,,,6.1985482171,6.9282032303,3.1622776602,10.816653826,0.2923526731,2.19089023,0.8946833704,182.30592585,3.6679943429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
3113982,0,0,06/30/2006,06/13/2006,Germany.COM,German,M,1985,20,42.85,46,22,119,0.1848739496,2.0909090909,0.9315217391,9.66,0.2254375729,0.88,2,1,1,1,2,0.44,0.34,0.3863636364,,,,,,,,,,33227.66,13.225437573,22063.34,8.3863636364,,,6.5459911396,6.7823299831,4.6904157598,10.908712115,0.4299697077,1.445997611,0.9651537386,182.28455777,3.6366794707,0.938083152,1.4142135624,1,1,1,1.4142135624,0.6633249581,148.53733537,2.8959218975,,,,,,,,,,6.5459911396,6.7823299831,4.6904157598,10.908712115,0.4299697077,1.445997611,0.9651537386,182.28455777,3.6366794707,0.938083152,1.4142135624,1,1,1,1.4142135624,0.6633249581,148.53733537,2.8959218975,0,0,0,0,0,0,0,0,0,17
3115447,0,0,07/08/2006,06/13/2006,Germany.COM,German,M,1984,21,9,3,1,37,0.027027027,3,3,-1.2,-0.133333333,,,,,,,,,,,,,,,,,,,33216.8,12.866666667,,,,,3,1.7320508076,1,6.0827625303,0.1643989873,1.7320508076,1.7320508076,182.25476674,3.587013614,,,,,,,,,,,,,,,,,,,3,1.7320508076,1,6.0827625303,0.1643989873,1.7320508076,1.7320508076,182.25476674,3.587013614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
3115642,0,0,06/14/2006,06/13/2006,Slovakia,Hungarian,M,1976,29,215.1653,15,8,14,0.5714285714,1.875,14.344353333,67.877,0.3154644359,47.619,6,4,13,0.3076923077,1.5,7.9365,5.4233,0.1138894139,,,,,,,,,,33285.877,13.315464436,22068.4233,8.1138894139,,,14.668513899,3.8729833462,2.8284271247,3.7416573868,0.755928946,1.3693063938,3.7873940029,182.44417502,3.6490360968,6.9006521431,2.4494897428,2,3.6055512755,0.5547001962,1.2247448714,2.8171794405,148.55444557,2.8484889703,,,,,,,,,,14.668513899,3.8729833462,2.8284271247,3.7416573868,0.755928946,1.3693063938,3.7873940029,182.44417502,3.6490360968,6.9006521431,2.4494897428,2,3.6055512755,0.5547001962,1.2247448714,2.8171794405,148.55444557,2.8484889703,0,0,0,0,0,0,0,0,0,1
3119828,0,0,06/14/2006,06/13/2006,Germany.COM,German,M,1981,25,247.25,18,6,12,0.5,3,13.736111111,179.5,0.7259858443,21,6,2,2,1,3,3.5,5.5,0.2619047619,,,,,,,,,,33397.5,13.725985844,22068.5,8.2619047619,,,15.724185194,4.2426406871,2.4494897428,3.4641016151,0.7071067812,1.7320508076,3.706225993,182.749829,3.7048597604,4.582575695,2.4494897428,1.4142135624,1.4142135624,1,1.7320508076,1.8708286934,148.55470373,2.8743529293,,,,,,,,,,15.724185194,4.2426406871,2.4494897428,3.4641016151,0.7071067812,1.7320508076,3.706225993,182.749829,3.7048597604,4.582575695,2.4494897428,1.4142135624,1.4142135624,1,1.7320508076,1.8708286934,148.55470373,2.8743529293,0,0,0,0,0,0,0,0,0,1
3119841,0,1,06/15/2006,,.,.,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3119956,0,0,08/06/2008,06/13/2006,Slovenia,Slovenian,M,1962,43,72.76,103,21,43,0.488372093,4.9047619048,0.706407767,11.02,0.1514568444,10.6,11,3,16,0.1875,3.6666666667,0.9636363636,3.58,0.3377358491,,,,,,,,,,33229.02,13.151456844,22066.58,8.3377358491,,,8.5299472449,10.148891565,4.582575695,6.5574385243,0.6988362419,2.2146697056,0.8404806762,182.28828816,3.6264937397,3.2557641192,3.3166247904,1.7320508076,4,0.4330127019,1.9148542155,0.9816498172,148.54824132,2.8875137834,,,,,,,,,,8.5299472449,10.148891565,4.582575695,6.5574385243,0.6988362419,2.2146697056,0.8404806762,182.28828816,3.6264937397,3.2557641192,3.3166247904,1.7320508076,4,0.4330127019,1.9148542155,0.9816498172,148.54824132,2.8875137834,0,0,0,0,0,0,0,0,0,785
3123449,1,0,06/19/2006,06/13/2006,Germany.COM,German,F,1952,53,741.12,18,10,380,0.0263157895,1.8,41.173333333,258.3,0.3485265544,7176.04,96,37,422,0.0876777251,2.5945945946,74.750416667,143.2,0.0199552957,,,,,,,,,,33476.3,13.348526554,22206.2,8.0199552957,,,27.223519243,4.2426406871,3.1622776602,19.49358869,0.1622214211,1.3416407865,6.4166450216,182.96529726,3.6535635419,84.711510434,9.7979589711,6.0827625303,20.542638584,0.296104247,1.6107745325,8.6458323293,149.01744864,2.8319525589,,,,,,,,,,27.223519243,4.2426406871,3.1622776602,19.49358869,0.1622214211,1.3416407865,6.4166450216,182.96529726,3.6535635419,84.711510434,9.7979589711,6.0827625303,20.542638584,0.296104247,1.6107745325,8.6458323293,149.01744864,2.8319525589,0,0,0,0,0,0,0,0,0,6
3125143,1,0,06/13/2006,06/13/2006,Germany.COM,German,M,1977,28,4491.62,746,106,1321,0.0802422407,7.0377358491,6.0209383378,1310.56,0.2917789127,1940.606,288,50,1133,0.0441306267,5.76,6.7382152778,722.946,0.3725362078,135.27,151,1,1,1,151,0.8958278146,67.15,0.4964145783,34528.56,13.291778913,22785.946,8.3725362078,35919.15,7.4964145783,67.019549387,27.313000567,10.295630141,36.345563691,0.2832706139,2.652873131,2.4537600408,185.81862124,3.645789203,44.052309815,16.970562748,7.0710678119,33.660065359,0.210072908,2.4,2.5958072497,150.95014409,2.8935335159,11.630563185,12.288205727,1,1,1,12.288205727,0.9464818089,189.52348139,2.7379581038,67.019549387,27.313000567,10.295630141,36.345563691,0.2832706139,2.652873131,2.4537600408,185.81862124,3.645789203,44.052309815,16.970562748,7.0710678119,33.660065359,0.210072908,2.4,2.5958072497,150.95014409,2.8935335159,11.630563185,12.288205727,1,1,1,12.288205727,0.9464818089,189.52348139,2.7379581038,0
3125297,0,0,06/20/2006,06/13/2006,Poland,Polish,M,1983,23,994.96866893,100,44,871,0.0505166475,2.2727272727,9.9496866893,52.959083021,0.0532268851,,,,,,,,,,,,,,,,,,,33270.959083,13.053226885,,,,,31.543123956,10,6.6332495807,29.512709127,0.2247590878,1.5075567229,3.1543123956,182.40328693,3.6129249764,,,,,,,,,,,,,,,,,,,31.543123956,10,6.6332495807,29.512709127,0.2247590878,1.5075567229,3.1543123956,182.40328693,3.6129249764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
3127806,1,0,06/14/2006,06/14/2006,Germany.COM,German,M,1988,18,3100.24,361,35,1494,0.0234270415,10.314285714,8.5879224377,1406.88,0.4537971254,11787.94,578,72,1525,0.0472131148,8.0277777778,20.394359862,955.31,0.0810413015,10,2,2,2,1,1,5,10,1,34624.88,13.453797125,23018.31,8.0810413015,35862,8,55.67979885,19,5.9160797831,38.65229618,0.1530589478,3.211586168,2.930515729,186.07761821,3.6679418105,108.57228007,24.04163056,8.4852813742,39.05124838,0.2172857905,2.8333333333,4.5160114993,151.71786315,2.8427172391,3.1622776602,1.4142135624,1.4142135624,1.4142135624,1,1,2.2360679775,189.3726485,2.8284271247,55.67979885,19,5.9160797831,38.65229618,0.1530589478,3.211586168,2.930515729,186.07761821,3.6679418105,108.57228007,24.04163056,8.4852813742,39.05124838,0.2172857905,2.8333333333,4.5160114993,151.71786315,2.8427172391,3.1622776602,1.4142135624,1.4142135624,1.4142135624,1,1,2.2360679775,189.3726485,2.8284271247,0
3136434,0,0,06/15/2006,06/14/2006,Germany.COM,German,M,1978,28,41,6,6,11,0.5454545455,1,6.8333333333,41,1,,,,,,,,,,,,,,,,,,,33259,14,,,,,6.4031242374,2.4494897428,2.4494897428,3.3166247904,0.7385489459,1,2.6140645236,182.370502,3.7416573868,,,,,,,,,,,,,,,,,,,6.4031242374,2.4494897428,2.4494897428,3.3166247904,0.7385489459,1,2.6140645236,182.370502,3.7416573868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3137317,1,0,06/14/2006,06/14/2006,Switzerland,German,M,1956,50,57.534,2,2,64,0.03125,1,28.767,42.742,0.7428998505,1.0867,1,1,1,1,1,1.0867,-2.1708,-1.997607435,81.5,19,1,1,1,19,4.2894736842,18,0.2208588957,33260.742,13.742899851,22060.8292,6.0023925646,35870,7.2208588957,7.5851170063,1.4142135624,1.4142135624,8,0.1767766953,1,5.3634876713,182.37527793,3.707141736,1.0424490395,1,1,1,1,1,1.0424490395,148.52888339,2.4499780743,9.0277350426,4.3588989435,1,1,1,4.3588989435,2.07110446,189.3937697,2.6871655877,7.5851170063,1.4142135624,1.4142135624,8,0.1767766953,1,5.3634876713,182.37527793,3.707141736,1.0424490395,1,1,1,1,1,1.0424490395,148.52888339,2.4499780743,9.0277350426,4.3588989435,1,1,1,4.3588989435,2.07110446,189.3937697,2.6871655877,0
3137396,0,0,06/19/2006,06/14/2006,Spain,Spanish,M,1988,18,104.25,5,3,31,0.0967741935,1.6666666667,20.85,48,0.4604316547,,,,,,,,,,2026.9,4122,5,6,0.8333333333,824.4,0.4917273168,-248.7,-0.122699689,33266,13.460431655,,,35603.3,6.8773003108,10.210288928,2.2360679775,1.7320508076,5.5677643628,0.3110855084,1.2909944487,4.5661800227,182.38969269,3.6688460931,,,,,,,,,,45.021106161,64.202803677,2.2360679775,2.4494897428,0.9128709292,28.712366674,0.7012327123,188.68836742,2.6224607358,10.210288928,2.2360679775,1.7320508076,5.5677643628,0.3110855084,1.2909944487,4.5661800227,182.38969269,3.6688460931,0,0,0,0,0,0,0,0,0,45.021106161,64.202803677,2.2360679775,2.4494897428,0.9128709292,28.712366674,0.7012327123,188.68836742,2.6224607358,5
3137602,0,0,06/14/2006,06/14/2006,Germany.COM,German,M,1985,20,20,4,2,3,0.6666666667,2,5,-14.21,-0.7105,63.7609,29,8,136,0.0588235294,3.625,2.1986517241,4.4609,0.0699629397,,,,,,,,,,33203.79,12.2895,22067.4609,8.0699629397,,,4.472135955,2,1.4142135624,1.7320508076,0.8164965809,1.4142135624,2.2360679775,182.21907145,3.5056383156,7.9850422666,5.3851648071,2.8284271247,11.66190379,0.242535625,1.9039432765,1.4827851241,148.55120632,2.8407680193,,,,,,,,,,4.472135955,2,1.4142135624,1.7320508076,0.8164965809,1.4142135624,2.2360679775,182.21907145,3.5056383156,7.9850422666,5.3851648071,2.8284271247,11.66190379,0.242535625,1.9039432765,1.4827851241,148.55120632,2.8407680193,0,0,0,0,0,0,0,0,0,0
