UserID,RG_case,Missing_Daily_Transactions,First_Deposit_Date,Registration_date,CountryName,LanguageName,Gender,YearofBirth,age_at_registration,sum_stakes_fixedodds,sum_bets_fixedodds,bettingdays_fixedodds,duration_fixedodds,frequency_fixedodds,bets_per_day_fixedodds,euros_per_bet_fixedodds,net_loss_fixedodds,percent_lost_fixedodds,sum_stakes_liveaction,sum_bets_liveaction,bettingdays_liveaction,duration_liveaction,frequency_liveaction,bets_per_day_liveaction,euros_per_bet_liveaction,net_loss_liveaction,percent_lost_liveaction,sum_stakes_casino,sum_bets_casino,bettingdays_casino,duration_casino,frequency_casino,bets_per_day_casino,euros_per_bet_casino,net_loss_casino,percent_lost_casino,net_loss_fixedodds_nonzero,percent_lost_fixedodds_nonzero,net_loss_liveaction_nonzero,percent_lost_liveaction_nonzero,net_loss_casino_nonzero,percent_lost_casino_nonzero,sum_stakes_fixedodds_sqrt,sum_bets_fixedodds_sqrt,bettingdays_fixedodds_sqrt,duration_fixedodds_sqrt,frequency_fixedodds_sqrt,bets_per_day_fixedodds_sqrt,euros_per_bet_fixedodds_sqrt,net_loss_fixedodds_nonzero_sqrt,percent_lost_fixedodds_nonzero_s,sum_stakes_liveaction_sqrt,sum_bets_liveaction_sqrt,bettingdays_liveaction_sqrt,duration_liveaction_sqrt,frequency_liveaction_sqrt,bets_per_day_liveaction_sqrt,euros_per_bet_liveaction_sqrt,net_loss_liveaction_nonzero_sqrt,percent_lost_liveaction_nonzero_,sum_stakes_casino_sqrt,sum_bets_casino_sqrt,bettingdays_casino_sqrt,duration_casino_sqrt,frequency_casino_sqrt,bets_per_day_casino_sqrt,euros_per_bet_casino_sqrt,net_loss_casino_nonzero_sqrt,percent_lost_casino_nonzero_sqrt,sum_stakes_fixedodds_sqrt_zeros,sum_bets_fixedodds_sqrt_zeros,bettingdays_fixedodds_sqrt_zeros,duration_fixedodds_sqrt_zeros,frequency_fixedodds_sqrt_zeros,bets_per_day_fixedodds_sqrt_zero,euros_per_bet_fixedodds_sqrt_zer,net_loss_fixedodds_sqrt_zeros,percent_lost_fixedodds_sqrt_zero,sum_stakes_liveaction_sqrt_zeros,sum_bets_liveaction_sqrt_zeros,bettingdays_liveaction_sqrt_zero,duration_liveaction_sqrt_zeros,frequency_liveaction_sqrt_zeros,bets_per_day_liveaction_sqrt_zer,euros_per_bet_liveaction_sqrt_ze,net_loss_liveaction_sqrt_zeros,percent_lost_liveaction_sqrt_zer,sum_stakes_casino_sqrt_zeros,sum_bets_casino_sqrt_zeros,bettingdays_casino_sqrt_zeros,duration_casino_sqrt_zeros,frequency_casino_sqrt_zeros,bets_per_day_casino_sqrt_zeros,euros_per_bet_casino_sqrt_zeros,net_loss_casino_sqrt_zeros,percent_lost_casino_sqrt_zeros,time_to_deposit
1785350,0,0,06/18/2006,08/13/2005,Germany.COM,German,M,1979,26,383.5,213,74,442,0.1674208145,2.8783783784,1.8004694836,43.12,0.1124380704,42,14,11,109,0.1009174312,1.2727272727,3,2.85,0.0678571429,,,,,,,,,,33261.12,13.11243807,22065.85,8.0678571429,,,19.583156028,14.594519519,8.602325267,21.023796042,0.4091708866,1.6965784327,1.3418157413,182.37631425,3.6211100605,6.4807406984,3.7416573868,3.3166247904,10.440306509,0.3176750402,1.1281521496,1.7320508076,148.54578419,2.8403973565,,,,,,,,,,19.583156028,14.594519519,8.602325267,21.023796042,0.4091708866,1.6965784327,1.3418157413,182.37631425,3.6211100605,6.4807406984,3.7416573868,3.3166247904,10.440306509,0.3176750402,1.1281521496,1.7320508076,148.54578419,2.8403973565,0,0,0,0,0,0,0,0,0,309
1786123,0,0,08/14/2005,08/14/2005,Norway,Norwegian,M,1981,24,526.2467,45,18,371,0.0485175202,2.5,11.694371111,-105.6454,-0.200752613,,,,,,,,,,246,130,5,230,0.0217391304,26,1.8923076923,6.5,0.0264227642,33112.3546,12.799247387,,,35858.5,7.0264227642,22.940067567,6.7082039325,4.2426406871,19.261360284,0.2202669295,1.5811388301,3.419703366,181.96800433,3.5776035816,,,,,,,,,,15.684387141,11.401754251,2.2360679775,15.165750888,0.1474419562,5.0990195136,1.375611752,189.36340724,2.6507400409,22.940067567,6.7082039325,4.2426406871,19.261360284,0.2202669295,1.5811388301,3.419703366,181.96800433,3.5776035816,0,0,0,0,0,0,0,0,0,15.684387141,11.401754251,2.2360679775,15.165750888,0.1474419562,5.0990195136,1.375611752,189.36340724,2.6507400409,0
1787650,0,0,08/17/2005,08/14/2005,Germany.COM,German,F,1983,22,15.75,4,2,4,0.5,2,3.9375,10,0.6349206349,,,,,,,,,,,,,,,,,,,33228,13.634920635,,,,,3.9686269666,2,1.4142135624,2,0.7071067812,1.4142135624,1.9843134833,182.28549037,3.6925493409,,,,,,,,,,,,,,,,,,,3.9686269666,2,1.4142135624,2,0.7071067812,1.4142135624,1.9843134833,182.28549037,3.6925493409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1788435,0,0,10/20/2005,08/15/2005,Germany.COM,German,M,1974,30,287.4,203,55,798,0.0689223058,3.6909090909,1.4157635468,99.75,0.3470772443,0.25,1,1,1,1,1,0.25,0.25,1,,,,,,,,,,33317.75,13.347077244,22063.25,9,,,16.952875862,14.247806849,7.4161984871,28.248893784,0.2625305806,1.9211738836,1.1898586247,182.53150413,3.6533651945,0.5,1,1,1,1,1,0.5,148.53703242,3,,,,,,,,,,16.952875862,14.247806849,7.4161984871,28.248893784,0.2625305806,1.9211738836,1.1898586247,182.53150413,3.6533651945,0.5,1,1,1,1,1,0.5,148.53703242,3,0,0,0,0,0,0,0,0,0,66
1790848,1,0,08/16/2005,08/16/2005,Germany.COM,German,M,1975,30,5248.9637,66,50,1422,0.035161744,1.32,79.52975303,-858.2863,-0.163515381,1004001.01,9979,702,1437,0.4885177453,14.215099715,100.61138491,72142.23,0.0718547385,480,27,1,1,1,27,17.777777778,-222,-0.4625,32359.7137,12.836484619,94205.23,8.0718547385,35630,6.5375,72.449732229,8.1240384046,7.0710678119,37.70941527,0.1875146502,1.1489125293,8.9179455611,179.8880588,3.5828040163,1001.998508,99.894944817,26.495282599,37.907782842,0.6989404447,3.7702917281,10.030522664,306.92870508,2.8411009729,21.9089023,5.1961524227,1,1,1,5.1961524227,4.2163702136,188.75910574,2.5568535351,72.449732229,8.1240384046,7.0710678119,37.70941527,0.1875146502,1.1489125293,8.9179455611,179.8880588,3.5828040163,1001.998508,99.894944817,26.495282599,37.907782842,0.6989404447,3.7702917281,10.030522664,306.92870508,2.8411009729,21.9089023,5.1961524227,1,1,1,5.1961524227,4.2163702136,188.75910574,2.5568535351,0
1791179,1,0,08/19/2005,08/16/2005,Germany.COM,German,M,1985,19,25315.7829,421,238,674,0.353115727,1.768907563,60.13250095,1188.0729,0.0469301267,335138.8047,6460,330,674,0.4896142433,19.575757576,51.879071935,8117.2047,0.0242204262,,,,,,,,,,34406.0729,13.046930127,30180.2047,8.0242204262,,,159.10934259,20.518284529,15.427248621,25.961509971,0.5942354138,1.3300028432,7.7545148752,185.48874063,3.6120534501,578.91174172,80.37412519,18.165902125,25.961509971,0.6997244053,4.4244499744,7.2027128178,173.72450806,2.8327054959,,,,,,,,,,159.10934259,20.518284529,15.427248621,25.961509971,0.5942354138,1.3300028432,7.7545148752,185.48874063,3.6120534501,578.91174172,80.37412519,18.165902125,25.961509971,0.6997244053,4.4244499744,7.2027128178,173.72450806,2.8327054959,0,0,0,0,0,0,0,0,0,3
1791277,0,0,09/14/2005,08/16/2005,Germany.COM,German,M,1987,18,815.85,347,98,1586,0.0617906683,3.5408163265,2.3511527378,117.2,0.1436538579,98.03,40,21,1231,0.0170593014,1.9047619048,2.45075,17.46,0.1781087422,,,,,,,,,,33335.2,13.143653858,22080.46,8.1781087422,,,28.563088068,18.62793601,9.8994949366,39.824615503,0.2485772885,1.881705696,1.5333469072,182.57929784,3.6254177494,9.9010100495,6.3245553203,4.582575695,35.085609586,0.1306112605,1.3801311187,1.5654871446,148.59495281,2.8597392787,,,,,,,,,,28.563088068,18.62793601,9.8994949366,39.824615503,0.2485772885,1.881705696,1.5333469072,182.57929784,3.6254177494,9.9010100495,6.3245553203,4.582575695,35.085609586,0.1306112605,1.3801311187,1.5654871446,148.59495281,2.8597392787,0,0,0,0,0,0,0,0,0,29
1791309,0,0,08/16/2005,08/16/2005,Germany.COM,German,F,1949,55,50.5,18,15,1199,0.0125104254,1.2,2.8055555556,34.59,0.684950495,8.41,3,3,461,0.0065075922,1,2.8033333333,8.41,1,,,,,,,,,,33252.59,13.684950495,22071.41,9,,,7.1063352018,4.2426406871,3.8729833462,34.626579386,0.1118500128,1.095445115,1.6749792702,182.35292704,3.6993175715,2.9,1.7320508076,1.7320508076,21.470910554,0.0806696485,1,1.6743157806,148.56449778,3,,,,,,,,,,7.1063352018,4.2426406871,3.8729833462,34.626579386,0.1118500128,1.095445115,1.6749792702,182.35292704,3.6993175715,2.9,1.7320508076,1.7320508076,21.470910554,0.0806696485,1,1.6743157806,148.56449778,3,0,0,0,0,0,0,0,0,0,0
1792037,1,0,02/28/2008,08/16/2005,Poland,Polish,M,1986,19,2951.0815502,251,70,589,0.1188455008,3.5857142857,11.757297013,156.60501324,0.0530669894,78790.087702,2886,255,841,0.3032104637,11.317647059,27.300792689,-7808.45503,-0.099104535,5511,188,13,452,0.0287610619,14.461538462,29.313829787,659.5,0.1196697514,33374.605013,13.053066989,14254.54497,7.9008954647,36511.5,7.1196697514,54.32385802,15.842979518,8.3666002653,24.269322199,0.3447397581,1.8935982377,3.4288915137,182.68717802,3.612902848,280.69572085,53.721504074,15.968719423,29,0.5506454973,3.3641710805,5.2250160468,119.39239913,2.810853156,74.236109812,13.711309201,3.6055512755,21.260291625,0.1695908663,3.8028329521,5.4142247633,191.07982625,2.6682709292,54.32385802,15.842979518,8.3666002653,24.269322199,0.3447397581,1.8935982377,3.4288915137,182.68717802,3.612902848,280.69572085,53.721504074,15.968719423,29,0.5506454973,3.3641710805,5.2250160468,119.39239913,2.810853156,74.236109812,13.711309201,3.6055512755,21.260291625,0.1695908663,3.8028329521,5.4142247633,191.07982625,2.6682709292,926
1792412,1,0,08/16/2005,08/16/2005,Germany.COM,German,M,1971,34,2241.01,127,46,1467,0.0313565099,2.7608695652,17.645748031,248.72,0.1109856716,9891.6,1067,94,1466,0.0641200546,11.35106383,9.2704779756,2955.28,0.2987666303,,,,,,,,,,33466.72,13.110985672,25018.28,8.2987666303,,,47.339307135,11.26942767,6.7823299831,38.301436004,0.1770776945,1.6615864603,4.2006842337,182.93911555,3.6209095089,99.456523165,32.664965942,9.6953597148,38.288379438,0.2532193803,3.3691339881,3.0447459624,158.17167888,2.8807579958,,,,,,,,,,47.339307135,11.26942767,6.7823299831,38.301436004,0.1770776945,1.6615864603,4.2006842337,182.93911555,3.6209095089,99.456523165,32.664965942,9.6953597148,38.288379438,0.2532193803,3.3691339881,3.0447459624,158.17167888,2.8807579958,0,0,0,0,0,0,0,0,0,0
1794523,1,0,08/17/2005,08/17/2005,Germany.COM,German,M,1978,27,9292.8342,882,123,1037,0.118611379,7.1707317073,10.536093197,2881.1042,0.3100350375,27301.086,1011,107,954,0.1121593291,9.4485981308,27.004041543,4936.776,0.1808270924,157381.8396,2208,124,1244,0.0996784566,17.806451613,71.278007065,5322.8396,0.0338211805,36099.1042,13.310035038,26999.776,8.1808270924,41174.8396,7.0338211805,96.399347508,29.69848481,11.090536506,32.202484376,0.3444000276,2.6778221949,3.2459348726,189.99764262,3.6482920713,165.23040277,31.796226191,10.344080433,30.886890423,0.3349019694,3.0738572073,5.1965413058,164.31608564,2.8602145186,396.71380062,46.989360498,11.135528726,35.270384177,0.3157189519,4.2197691421,8.4426303404,202.91584364,2.6521352116,96.399347508,29.69848481,11.090536506,32.202484376,0.3444000276,2.6778221949,3.2459348726,189.99764262,3.6482920713,165.23040277,31.796226191,10.344080433,30.886890423,0.3349019694,3.0738572073,5.1965413058,164.31608564,2.8602145186,396.71380062,46.989360498,11.135528726,35.270384177,0.3157189519,4.2197691421,8.4426303404,202.91584364,2.6521352116,0
1800624,0,0,08/19/2005,08/19/2005,Portugal,Portuguese,M,1972,33,153.03,165,32,929,0.0344456405,5.15625,0.9274545455,5.48,0.0358099719,81.42,67,14,929,0.0150699677,4.7857142857,1.2152238806,33.73,0.4142716777,128.8396,557,8,374,0.0213903743,69.625,0.2313098743,23.0096,0.1785910543,33223.48,13.035809972,22096.73,8.4142716777,35875.0096,7.1785910543,12.370529496,12.845232579,5.6568542495,30.479501308,0.1855953676,2.2707377656,0.9630444151,182.27309182,3.61051381,9.0233031646,8.1853527719,3.7416573868,30.479501308,0.1227597968,2.1876275473,1.1023719339,148.64968887,2.9007364027,11.350753279,23.600847442,2.8284271247,19.339079606,0.1462544848,8.3441596341,0.4809468519,189.40699459,2.6792892816,12.370529496,12.845232579,5.6568542495,30.479501308,0.1855953676,2.2707377656,0.9630444151,182.27309182,3.61051381,9.0233031646,8.1853527719,3.7416573868,30.479501308,0.1227597968,2.1876275473,1.1023719339,148.64968887,2.9007364027,11.350753279,23.600847442,2.8284271247,19.339079606,0.1462544848,8.3441596341,0.4809468519,189.40699459,2.6792892816,0
1803500,1,0,12/08/2005,08/20/2005,Germany.COM,German,M,1987,18,4155.23,1152,164,1797,0.0912632165,7.0243902439,3.6069704861,2015.38,0.4850224897,206.5,25,17,1693,0.0100413467,1.4705882353,8.26,131.5,0.6368038741,13.6,14,1,1,1,14,0.9714285714,8.6,0.6323529412,35233.38,13.48502249,22194.5,8.6368038741,35860.6,7.6323529412,64.461073525,33.941125497,12.806248475,42.391036788,0.3020980246,2.6503566258,1.8992025922,187.70556731,3.6721958676,14.370107863,5,4.1231056256,41.146081223,0.1002065204,1.2126781252,2.8740215726,148.97818632,2.938843969,3.6878177829,3.7416573868,1,1,1,3.7416573868,0.9856107606,189.36895205,2.7626713415,64.461073525,33.941125497,12.806248475,42.391036788,0.3020980246,2.6503566258,1.8992025922,187.70556731,3.6721958676,14.370107863,5,4.1231056256,41.146081223,0.1002065204,1.2126781252,2.8740215726,148.97818632,2.938843969,3.6878177829,3.7416573868,1,1,1,3.7416573868,0.9856107606,189.36895205,2.7626713415,110
1804280,0,0,08/20/2005,08/20/2005,Portugal,Portuguese,M,1982,23,148.9233,17,8,110,0.0727272727,2.125,8.7601941176,-109.8867,-0.737874463,30,3,3,232,0.0129310345,1,10,30,1,862.9686,211,9,867,0.0103806228,23.444444444,4.0898985782,-31.2914,-0.036260184,33108.1133,12.262125537,22093,9,35820.7086,6.9637398163,12.203413457,4.1231056256,2.8284271247,10.488088482,0.269679945,1.4577379737,2.9597625103,181.95634999,3.5017317911,5.4772255751,1.7320508076,1.7320508076,15.231546212,0.1137147065,1,3.1622776602,148.63714206,3,29.376327204,14.525839046,3,29.444863729,0.1018853416,4.8419463488,2.0223497665,189.26359555,2.6388898833,12.203413457,4.1231056256,2.8284271247,10.488088482,0.269679945,1.4577379737,2.9597625103,181.95634999,3.5017317911,5.4772255751,1.7320508076,1.7320508076,15.231546212,0.1137147065,1,3.1622776602,148.63714206,3,29.376327204,14.525839046,3,29.444863729,0.1018853416,4.8419463488,2.0223497665,189.26359555,2.6388898833,0
1804765,1,0,08/20/2005,08/20/2005,Germany.COM,German,M,1986,18,304.88,45,22,1194,0.0184254606,2.0454545455,6.7751111111,20.14,0.0660587772,100.6,9,7,1193,0.0058675608,1.2857142857,11.177777778,-13.79,-0.137077535,1180.79,72,7,1040,0.0067307692,10.285714286,16.399861111,72.6,0.0614842605,33238.14,13.066058777,22049.21,7.8629224652,35924.6,7.0614842605,17.460813269,6.7082039325,4.6904157598,34.554305086,0.1357404164,1.4301938839,2.6029043607,182.31330176,3.6147003717,10.029955134,3,2.6457513111,34.539832078,0.076600005,1.133893419,3.3433183782,148.48976396,2.8040903097,34.362625045,8.4852813742,2.6457513111,32.249030993,0.0820412654,3.2071349029,4.0496741981,189.53785902,2.6573453409,17.460813269,6.7082039325,4.6904157598,34.554305086,0.1357404164,1.4301938839,2.6029043607,182.31330176,3.6147003717,10.029955134,3,2.6457513111,34.539832078,0.076600005,1.133893419,3.3433183782,148.48976396,2.8040903097,34.362625045,8.4852813742,2.6457513111,32.249030993,0.0820412654,3.2071349029,4.0496741981,189.53785902,2.6573453409,0
1805683,0,0,08/24/2005,08/21/2005,Germany.COM,German,M,1987,18,556.81,373,87,1756,0.0495444191,4.2873563218,1.4927882038,429.19,0.7708015301,537.89,391,51,1755,0.0290598291,7.6666666667,1.3756777494,156.98,0.2918440573,,,,,,,,,,33647.19,13.77080153,22219.98,8.2918440573,,,23.59682182,19.313207916,9.3273790531,41.90465368,0.2225857568,2.0705932294,1.2217971205,183.43170391,3.7109030613,23.19245567,19.773719933,7.1414284285,41.892720131,0.1704694373,2.768874621,1.1728928977,149.06367767,2.8795562258,,,,,,,,,,23.59682182,19.313207916,9.3273790531,41.90465368,0.2225857568,2.0705932294,1.2217971205,183.43170391,3.7109030613,23.19245567,19.773719933,7.1414284285,41.892720131,0.1704694373,2.768874621,1.1728928977,149.06367767,2.8795562258,0,0,0,0,0,0,0,0,0,3
1806096,1,0,12/18/2008,08/21/2005,Austria,German,M,1980,25,191.1764,14,3,3,1,4.6666666667,13.655457143,191.1764,1,80,4,1,1,1,4,20,80,1,44,9,2,2,1,4.5,4.8888888889,-12.5,-0.284090909,33409.1764,14,22143,9,35839.5,6.7159090909,13.826655416,3.7416573868,1.7320508076,1.7320508076,1,2.1602468995,3.695329098,182.78177261,3.7416573868,8.94427191,2,1,1,1,2,4.472135955,148.80524184,3,6.6332495807,3,1.4142135624,1.4142135624,1,2.1213203436,2.2110831936,189.3132325,2.591507108,13.826655416,3.7416573868,1.7320508076,1.7320508076,1,2.1602468995,3.695329098,182.78177261,3.7416573868,8.94427191,2,1,1,1,2,4.472135955,148.80524184,3,6.6332495807,3,1.4142135624,1.4142135624,1,2.1213203436,2.2110831936,189.3132325,2.591507108,1215
1812446,1,0,08/24/2005,08/23/2005,Austria,German,M,1987,18,14332.6374,735,160,1224,0.1307189542,4.59375,19.500186939,1263.5174,0.0881566571,106260.7816,4063,257,1222,0.2103109656,15.809338521,26.153281221,4895.9516,0.0460748691,,,,,,,,,,34481.5174,13.088156657,26958.9516,8.0460748691,,,119.71899348,27.110883423,12.649110641,34.985711369,0.361550763,2.1433035249,4.4159015998,185.69199606,3.6177557487,325.97665806,63.741666122,16.031219542,34.957116586,0.4585967353,3.9760958894,5.1140278862,164.19181344,2.836560394,,,,,,,,,,119.71899348,27.110883423,12.649110641,34.985711369,0.361550763,2.1433035249,4.4159015998,185.69199606,3.6177557487,325.97665806,63.741666122,16.031219542,34.957116586,0.4585967353,3.9760958894,5.1140278862,164.19181344,2.836560394,0,0,0,0,0,0,0,0,0,1
1815916,1,0,11/04/2005,08/24/2005,Portugal,Portuguese,M,1983,22,47.69,31,25,1537,0.0162654522,1.24,1.5383870968,14.45,0.3029985322,311.38,107,28,1536,0.0182291667,3.8214285714,2.9100934579,87.08,0.2796582953,3045,242,8,45,0.1777777778,30.25,12.582644628,349,0.1146141215,33232.45,13.302998532,22150.08,8.2796582953,36201,7.1146141215,6.9057946682,5.5677643628,5,39.204591568,0.1275360819,1.1135528726,1.2403173371,182.29769609,3.6473275877,17.645962711,10.344080433,5.2915026221,39.191835885,0.1350154312,1.9548474548,1.7058996037,148.82902943,2.8774395381,55.181518645,15.556349186,2.8284271247,6.7082039325,0.4216370214,5.5,3.5472023664,190.26560383,2.6673234002,6.9057946682,5.5677643628,5,39.204591568,0.1275360819,1.1135528726,1.2403173371,182.29769609,3.6473275877,17.645962711,10.344080433,5.2915026221,39.191835885,0.1350154312,1.9548474548,1.7058996037,148.82902943,2.8774395381,55.181518645,15.556349186,2.8284271247,6.7082039325,0.4216370214,5.5,3.5472023664,190.26560383,2.6673234002,72
1816369,0,0,08/24/2005,08/24/2005,France.COM,French,M,1979,25,634.0938,723,29,998,0.0290581162,24.931034483,0.8770315353,292.2838,0.4609472605,,,,,,,,,,178.6492,9,3,969,0.0030959752,3,19.849911111,7.8492,0.0439363848,33510.2838,13.46094726,,,35859.8492,7.0439363848,25.181219192,26.888659319,5.3851648071,31.591137998,0.1704644134,4.9930986855,0.9364996184,183.05814322,3.6689163605,,,,,,,,,,13.365971719,3,1.7320508076,31.128764833,0.0556414884,1.7320508076,4.4553239064,189.36696966,2.654041519,25.181219192,26.888659319,5.3851648071,31.591137998,0.1704644134,4.9930986855,0.9364996184,183.05814322,3.6689163605,0,0,0,0,0,0,0,0,0,13.365971719,3,1.7320508076,31.128764833,0.0556414884,1.7320508076,4.4553239064,189.36696966,2.654041519,0
1817630,1,0,08/24/2005,08/24/2005,Germany.COM,German,M,1977,28,16920.6234,324,190,758,0.2506596306,1.7052631579,52.224146296,453.4334,0.026797677,123992.5156,3921,359,1814,0.1979051819,10.922005571,31.622676766,7988.9456,0.0644308696,,,,,,,,,,33671.4334,13.026797677,30051.9456,8.0644308696,,,130.07929658,18,13.784048752,27.531799796,0.5006591961,1.3058572502,7.226627588,183.49777492,3.6092655315,352.12570994,62.617888818,18.947295321,42.591078878,0.4448653526,3.3048457711,5.6234043751,173.35496993,2.8397941597,,,,,,,,,,130.07929658,18,13.784048752,27.531799796,0.5006591961,1.3058572502,7.226627588,183.49777492,3.6092655315,352.12570994,62.617888818,18.947295321,42.591078878,0.4448653526,3.3048457711,5.6234043751,173.35496993,2.8397941597,0,0,0,0,0,0,0,0,0,0
1819339,1,0,08/29/2005,08/25/2005,Poland,Polish,M,1977,28,2250.8129753,1101,199,1508,0.1319628647,5.5326633166,2.0443351274,1370.6138882,0.6089417039,11608.683433,3357,295,1572,0.1876590331,11.379661017,3.4580528547,666.86580637,0.0574454296,142373,75450,198,1419,0.1395348837,381.06060606,1.8869847581,5570.8936,0.0391288629,34588.613888,13.608941704,22729.865806,8.0574454296,41422.8936,7.0391288629,47.442733641,33.181320046,14.10673598,38.832975678,0.3632669332,2.3521614138,1.4298024785,185.9801438,3.6890299137,107.74360043,57.939623747,17.175564037,39.648455203,0.4331962986,3.3733753152,1.8595840542,150.76427231,2.8385639731,377.32346866,274.6816339,14.071247279,37.669616404,0.3735436838,19.520773705,1.3736756379,203.52614967,2.6531356661,47.442733641,33.181320046,14.10673598,38.832975678,0.3632669332,2.3521614138,1.4298024785,185.9801438,3.6890299137,107.74360043,57.939623747,17.175564037,39.648455203,0.4331962986,3.3733753152,1.8595840542,150.76427231,2.8385639731,377.32346866,274.6816339,14.071247279,37.669616404,0.3735436838,19.520773705,1.3736756379,203.52614967,2.6531356661,4
1819450,0,0,12/20/2005,08/25/2005,Turkey,Turkish,M,1980,25,31.27,18,13,131,0.0992366412,1.3846153846,1.7372222222,13.05,0.4173329069,65.65,26,6,20,0.3,4.3333333333,2.525,5.95,0.0906321401,,,,,,,,,,33231.05,13.417332907,22068.95,8.0906321401,,,5.591958512,4.2426406871,3.6055512755,11.445523142,0.3150184776,1.1766968108,1.3180372613,182.29385618,3.6629677731,8.1024687596,5.0990195136,2.4494897428,4.472135955,0.5477225575,2.0816659995,1.5890248582,148.55621831,2.8444036528,,,,,,,,,,5.591958512,4.2426406871,3.6055512755,11.445523142,0.3150184776,1.1766968108,1.3180372613,182.29385618,3.6629677731,8.1024687596,5.0990195136,2.4494897428,4.472135955,0.5477225575,2.0816659995,1.5890248582,148.55621831,2.8444036528,0,0,0,0,0,0,0,0,0,117
1820063,0,0,11/06/2005,08/25/2005,Czech Republic,Czech,M,1958,46,41.2189,14,9,87,0.1034482759,1.5555555556,2.9442071429,8.4768,0.2056532319,37.0884,11,5,11,0.4545454545,2.2,3.3716727273,0.176,0.0047454191,,,,,,,,,,33226.4768,13.205653232,22063.176,8.0047454191,,,6.4201947011,3.7416573868,3,9.3273790531,0.3216337605,1.2472191289,1.7158692091,182.28131226,3.6339583421,6.0900246305,3.3166247904,2.2360679775,3.3166247904,0.6741998625,1.4832396974,1.8362115149,148.53678332,2.8292658799,,,,,,,,,,6.4201947011,3.7416573868,3,9.3273790531,0.3216337605,1.2472191289,1.7158692091,182.28131226,3.6339583421,6.0900246305,3.3166247904,2.2360679775,3.3166247904,0.6741998625,1.4832396974,1.8362115149,148.53678332,2.8292658799,0,0,0,0,0,0,0,0,0,73
1821069,0,0,02/09/2008,08/25/2005,Germany.COM,German,M,1965,40,,,,,,,,,,6137.4864,101,17,82,0.2073170732,5.9411764706,60.767192079,685.7264,0.1117275633,56817,2359,21,82,0.256097561,112.33333333,24.085205596,1503.75,0.0264665505,,,22748.7264,8.1117275633,37355.75,7.0264665505,,,,,,,,,,78.342111281,10.049875621,4.1231056256,9.0553851381,0.4553208464,2.4374528653,7.7953314284,150.82680929,2.8481094718,238.3631683,48.569537778,4.582575695,9.0553851381,0.5060608273,10.598742064,4.9076680405,193.27635655,2.6507483001,0,0,0,0,0,0,0,185.52,0,78.342111281,10.049875621,4.1231056256,9.0553851381,0.4553208464,2.4374528653,7.7953314284,150.82680929,2.8481094718,238.3631683,48.569537778,4.582575695,9.0553851381,0.5060608273,10.598742064,4.9076680405,193.27635655,2.6507483001,898
1822211,0,0,09/01/2005,08/26/2005,Poland,Polish,F,1985,19,254.2629,12,6,25,0.24,2,21.188575,-288.2901,-1.133826838,,,,,,,,,,,,,,,,,,,32929.7099,11.866173162,,,,,15.945623224,3.4641016151,2.4494897428,5,0.4898979486,1.4142135624,4.6031049304,181.46545098,3.4447312176,,,,,,,,,,,,,,,,,,,15.945623224,3.4641016151,2.4494897428,5,0.4898979486,1.4142135624,4.6031049304,181.46545098,3.4447312176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
1823158,0,0,09/06/2005,08/26/2005,Italy.BAW,Italian,M,1969,35,20,1,1,1,1,1,20,20,1,641.57,51,5,5,1,10.2,12.579803922,10,0.0155867637,,,,,,,,,,33238,14,22073,8.0155867637,,,4.472135955,1,1,1,1,1,4.472135955,182.31291781,3.7416573868,25.329232124,7.1414284285,2.2360679775,2.2360679775,1,3.1937438845,3.5468019287,148.56984889,2.8311811605,,,,,,,,,,4.472135955,1,1,1,1,1,4.472135955,182.31291781,3.7416573868,25.329232124,7.1414284285,2.2360679775,2.2360679775,1,3.1937438845,3.5468019287,148.56984889,2.8311811605,0,0,0,0,0,0,0,0,0,11
1824860,1,0,02/24/2006,08/26/2005,Portugal,Portuguese,M,1973,31,2817.3299,280,69,1719,0.0401396161,4.0579710145,10.0618925,391.6899,0.1390287662,875.5429,250,45,1655,0.0271903323,5.5555555556,3.5021716,-10.7671,-0.012297627,51,45,3,1384,0.0021676301,15,1.1333333333,18,0.3529411765,33609.6899,13.139028766,22052.2329,7.987702373,35870,7.3529411765,53.07852579,16.733200531,8.3066238629,41.460824883,0.2003487361,2.0144406207,3.1720486283,183.32945726,3.6247798231,29.589574177,15.811388301,6.7082039325,40.681691214,0.164894913,2.357022604,1.8714089879,148.49994242,2.8262523548,7.1414284285,6.7082039325,1.7320508076,37.202150475,0.0465578141,3.8729833462,1.0645812948,189.3937697,2.7116307227,53.07852579,16.733200531,8.3066238629,41.460824883,0.2003487361,2.0144406207,3.1720486283,183.32945726,3.6247798231,29.589574177,15.811388301,6.7082039325,40.681691214,0.164894913,2.357022604,1.8714089879,148.49994242,2.8262523548,7.1414284285,6.7082039325,1.7320508076,37.202150475,0.0465578141,3.8729833462,1.0645812948,189.3937697,2.7116307227,182
